student_id,name,age,gender,score,phone,city,email,date_of_join,course,attendance,status,gpa,remarks,money_spent,event_time,address_raw,profile_json
331,,20.0,male,,,Zacharyside,,,python,110,inactive,4.5,,262.0,2001-01-11 00:00:00,"BROKEN,ADDRESS,DATA,,,","{hobbies:['fund', 'study']}"
332,,21.0,female,93.0,+1-493-865-9765-810,Jennaborough,brianmarsh@yahoo.com,1998-09-27 00:00:00,ds,100,inactive,0.0,excellent,140.0,2013-02-07 22:31:00,"West Patrickberg 13-kv, dom 41, Tashkent","{'hobbies': ['dinner', 'cause'], 'skills': {'tech': {'python': 3, 'excel': 1, 'sql': 3}, 'soft': ['traditional', 'security']}, 'family': {'siblings': 2, 'income': {'father': 843, 'mother': 1477}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2021}, {'type': 'phone', 'brand': 'Apple', 'year': 2019}]}"
333,,20.0,female,57.0,001-883-492-9817,Deanberg,doughertydavid@carrillo-decker.com,2009-05-18 00:00:00,data science,110,inactive,3.7,excellent,246.0,1978-09-18 00:00:00,"South Kylebury 23-kv, dom 5, Tashkent","{hobbies:['may', 'beautiful']}"
334,Fred Griffith,18.0,male,70.0,,South Lynnberg,,1995-06-11 00:00:00,data science,88,inactive,,excellent,67.0,2020-02-29 00:00:00,"BROKEN,ADDRESS,DATA,,,","{hobbies:['audience', 'bed']}"
335,David Taylor,,female,,,Haroldborough,,1991-05-08 21:18:00,data science,110,inactive,3.2,good,91.0,,"Apartment 15, North Angela district, Tashkent, UZ, 100462","{'hobbies': ['during', 'social'], 'skills': {'tech': {'python': 2, 'excel': 5, 'sql': 2}, 'soft': ['for', 'mission']}, 'family': {'siblings': 2, 'income': {'father': 433, 'mother': 628}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2018}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2019}]}"
336,Shane Orr,20.0,female,,+1-808-007-2980-18878,Lake Lance,odommeredith@yahoo.com,2023-09-09 06:54:16,python,100,pending,3.7,excellent,166.0,1993-06-13 00:00:00,"Apartment 4, Thomasport district, Tashkent, UZ, 100098",INVALID_JSON_DATA
337,Timothy Booth,18.0,female,,001-131-188-4606,Rogersport,,2004-11-21 00:00:00,data science,70,inactive,3.7,excellent,290.0,,UZ 100264 Tashkent Williamsmouth,"{hobbies:['network', 'democratic']}"
338,,19.0,female,74.0,3527855070,North Teresa,,2008-11-19 19:42:27,data science,100,active,,good,288.0,2023-08-30 16:38:19,UZ 100563 Tashkent East Nicole,INVALID_JSON_DATA
339,,19.0,female,90.0,,Port Justinshire,amber74@hotmail.com,2011-08-14 04:51:00,python,110,inactive,4.38,,130.0,,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['beat', 'theory'], 'skills': {'tech': {'python': 4, 'excel': 5, 'sql': 3}, 'soft': ['upon', 'relate']}, 'family': {'siblings': 3, 'income': {'father': 1156, 'mother': 1047}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2024}, {'type': 'phone', 'brand': 'Samsung', 'year': 2019}]}"
340,James Smith,19.0,,70.0,+1-059-088-7861-42811,West Lisamouth,,2021-08-26 00:00:00,python,110,active,2.0,,176.0,1987-11-27 22:22:06,"Jessicaton 1-kv, dom 15, Tashkent",INVALID_JSON_DATA
341,Danielle Coleman,19.0,female,90.0,,East Chloefurt,,2020-11-01 01:23:22,data science,110,pending,4.3,excellent,299.0,2004-04-15 15:11:36,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['drive', 'outside'], 'skills': {'tech': {'python': 4, 'excel': 1, 'sql': 5}, 'soft': ['thing', 'several']}, 'family': {'siblings': 1, 'income': {'father': 1251, 'mother': 799}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2016}, {'type': 'phone', 'brand': 'Samsung', 'year': 2024}]}"
342,Dylan May,,female,73.0,,Aaronberg,,1972-03-16 00:00:00,data science,100,inactive,2.0,average,227.0,,"Apartment 36, Glennmouth district, Tashkent, UZ, 100438","{'hobbies': ['friend', 'work'], 'skills': {'tech': {'python': 4, 'excel': 5, 'sql': 2}, 'soft': ['black', 'in']}, 'family': {'siblings': 3, 'income': {'father': 324, 'mother': 1139}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2022}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2021}]}"
343,Leah Anderson,18.0,male,90.0,365-090-3299-95429,East Thomasview,michaelchase@hotmail.com,2012-10-19 12:24:00,python,69,active,0.0,,203.0,2006-08-23 00:00:00,"BROKEN,ADDRESS,DATA,,,",INVALID_JSON_DATA
344,April Bennett,19.0,female,,3462150714,Norrismouth,,1986-03-20 16:56:54,python,98,inactive,4.5,,182.0,1978-02-01 00:00:00,"BROKEN,ADDRESS,DATA,,,","{hobbies:['class', 'his']}"
345,,20.0,,68.0,(029)084-6617,West Tyler,jeffreyjohnston@baldwin.org,1987-04-23 00:00:00,python,110,active,3.7,average,186.0,2023-05-29 05:54:34,"Coltonborough 27-kv, dom 21, Tashkent","{'hobbies': ['whom', 'price'], 'skills': {'tech': {'python': 4, 'excel': 1, 'sql': 5}, 'soft': ['place', 'debate']}, 'family': {'siblings': 2, 'income': {'father': 290, 'mother': 315}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2021}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2020}]}"
346,Amy Cole,20.0,female,68.0,(712)316-8833-69278,East Samanthachester,jenniferlevy@carlson-caldwell.com,1977-05-05 20:37:10,data science,114,pending,2.0,good,224.0,2006-11-12 00:00:00,UZ 100226 Tashkent Port Jimmyberg,"{'hobbies': ['else', 'scientist'], 'skills': {'tech': {'python': 3, 'excel': 1, 'sql': 2}, 'soft': ['whether', 'rock']}, 'family': {'siblings': 5, 'income': {'father': 381, 'mother': 899}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2021}, {'type': 'phone', 'brand': 'Samsung', 'year': 2020}]}"
347,William Bright,21.0,,51.0,001-063-974-6472-8189,Carterbury,david32@yahoo.com,,data science,100,active,3.7,good,234.0,2009-09-05 15:17:09,"North Scott 5-kv, dom 9, Tashkent","{'hobbies': ['unit', 'send'], 'skills': {'tech': {'python': 4, 'excel': 2, 'sql': 2}, 'soft': ['always', 'order']}, 'family': {'siblings': 1, 'income': {'father': 740, 'mother': 774}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2023}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2019}]}"
348,Julie Gill,22.0,,67.0,,Samuelstad,,2004-06-14 00:00:00,data science,100,inactive,3.7,,73.0,1970-01-08 00:00:00,"Apartment 24, West James district, Tashkent, UZ, 100774","{'hobbies': ['source', 'person'], 'skills': {'tech': {'python': 2, 'excel': 4, 'sql': 4}, 'soft': ['trouble', 'effect']}, 'family': {'siblings': 2, 'income': {'father': 363, 'mother': 669}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2018}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2020}]}"
349,,18.0,male,86.0,4397702170,Nunezberg,lewispaula@allen.info,1986-08-31 00:00:00,python,67,active,,good,161.0,1993-02-17 00:00:00,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['generation', 'report'], 'skills': {'tech': {'python': 1, 'excel': 3, 'sql': 3}, 'soft': ['fire', 'ability']}, 'family': {'siblings': 3, 'income': {'father': 449, 'mother': 549}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2021}, {'type': 'phone', 'brand': 'Samsung', 'year': 2020}]}"
350,Megan Nelson,22.0,female,,,Sandrabury,,2020-10-01 00:00:00,python,70,active,,excellent,191.0,2022-11-03 19:14:41,"655 Angelica Plaza Suite 842, Hickshaven","{""hobbies"": [""hold"", ""thus""], ""skills"": {""tech"": {""python"": 4, ""excel"": 1, ""sql"": 1}, ""soft"": [""thank"", ""current""]}, ""family"": {""siblings"": 2, ""income"": {""father"": 1220, ""mother"": 1488}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Dell"", ""year"": 2017}, {""type"": ""phone"", ""brand"": ""Apple"", ""year"": 2020}]}"
351,Russell Zimmerman,20.0,female,93.0,,Port Traceyville,,2023-02-20 01:13:11,data science,100,active,3.7,average,89.0,2021-01-01 01:26:00,"955 Matthew Row, Angelaside","{'hobbies': ['own', 'tell'], 'skills': {'tech': {'python': 4, 'excel': 2, 'sql': 2}, 'soft': ['share', 'force']}, 'family': {'siblings': 0, 'income': {'father': 1394, 'mother': 719}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2024}, {'type': 'phone', 'brand': 'Apple', 'year': 2019}]}"
352,Robert Mack,19.0,female,76.0,001-533-284-4792-0493,South April,,2011-10-07 08:23:00,data science,71,pending,0.0,average,168.0,1988-01-27 00:00:00,"3169 Brenda Place Suite 788, North Theodore",INVALID_JSON_DATA
353,Mark Grant,18.0,female,83.0,,Brownton,,2021-06-23 20:39:35,data science,100,inactive,0.0,,93.0,2020-05-23 03:37:19,UZ 100049 Tashkent New Wendymouth,"{hobbies:['individual', 'reality']}"
354,Tamara Branch,22.0,female,88.0,(592)926-6249-1888,Port Michelle,,2006-05-16 00:00:00,data science,100,inactive,3.7,good,187.0,2005-03-31 00:00:00,UZ 100250 Tashkent Wallacechester,"{'hobbies': ['example', 'view'], 'skills': {'tech': {'python': 5, 'excel': 3, 'sql': 1}, 'soft': ['like', 'speech']}, 'family': {'siblings': 3, 'income': {'father': 625, 'mother': 271}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2018}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2021}]}"
355,,18.0,,,,New Jacob,,2022-02-09 19:50:00,python,110,pending,0.0,,222.0,2011-11-25 16:56:38,"Apartment 29, South Anna district, Tashkent, UZ, 100327","{""hobbies"": [""evening"", ""that""], ""skills"": {""tech"": {""python"": 4, ""excel"": 5, ""sql"": 4}, ""soft"": [""main"", ""soon""]}, ""family"": {""siblings"": 0, ""income"": {""father"": 1434, ""mother"": 1280}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""HP"", ""year"": 2020}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2023}]}"
356,,,female,64.0,,Lake Crystalfort,,,data science,64,pending,0.0,excellent,123.0,2014-08-29 09:15:54,"Jonathanmouth 26-kv, dom 24, Tashkent","{'hobbies': ['indicate', 'unit'], 'skills': {'tech': {'python': 3, 'excel': 2, 'sql': 1}, 'soft': ['design', 'arrive']}, 'family': {'siblings': 1, 'income': {'father': 1391, 'mother': 1437}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2023}, {'type': 'phone', 'brand': 'Samsung', 'year': 2021}]}"
357,Vanessa Thomas,20.0,female,100.0,587-071-0517,New Mark,,,data science,110,pending,,,286.0,1986-04-07 00:00:00,"Apartment 41, East George district, Tashkent, UZ, 100734","{hobbies:['sort', 'need']}"
358,,,female,90.0,(130)468-0804,Rickview,hawkinsedward@conway.com,1991-12-09 10:41:00,python,64,inactive,4.5,,233.0,1971-08-13 00:00:00,"134 Katelyn Alley Apt. 071, New William","{'hobbies': ['ability', 'unit'], 'skills': {'tech': {'python': 1, 'excel': 1, 'sql': 4}, 'soft': ['century', 'seven']}, 'family': {'siblings': 4, 'income': {'father': 440, 'mother': 727}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2024}, {'type': 'phone', 'brand': 'Apple', 'year': 2023}]}"
359,Kathleen Sanchez,22.0,female,70.0,,Lake Ricardo,,1996-10-16 00:00:00,python,65,pending,3.7,excellent,230.0,2020-01-28 01:46:00,"36856 Robert Plains Suite 752, East Christineshire","{hobbies:['pressure', 'although']}"
360,,19.0,,51.0,+1-279-376-9975-071,Campbellville,nconway@roberts.com,2021-06-14 06:33:46,ds,100,inactive,4.5,excellent,269.0,,"3869 Mary Plains, Michaelfort","{""hobbies"": [""recognize"", ""power""], ""skills"": {""tech"": {""python"": 5, ""excel"": 4, ""sql"": 1}, ""soft"": [""strategy"", ""unit""]}, ""family"": {""siblings"": 4, ""income"": {""father"": 773, ""mother"": 1127}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2019}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2022}]}"
361,Wesley Logan,20.0,,63.0,972-978-9280-611,New Nathan,crystal65@gmail.com,1972-07-26 00:00:00,data science,117,active,0.0,excellent,221.0,,UZ 100431 Tashkent North Elizabeth,"{""hobbies"": [""girl"", ""thought""], ""skills"": {""tech"": {""python"": 3, ""excel"": 5, ""sql"": 5}, ""soft"": [""personal"", ""before""]}, ""family"": {""siblings"": 5, ""income"": {""father"": 676, ""mother"": 1252}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2015}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2020}]}"
362,,21.0,male,90.0,001-088-404-1392-10292,Lake Austinchester,,1982-06-14 05:04:27,data science,100,pending,4.5,excellent,110.0,2011-02-28 00:00:00,"9044 Patterson Shoal, East Thomas","{hobbies:['defense', 'author']}"
363,,18.0,male,64.0,,Anthonyburgh,kennethingram@hotmail.com,,data science,100,pending,,good,295.0,1996-04-23 00:00:00,"Madelineborough 29-kv, dom 49, Tashkent","{hobbies:['compare', 'theory']}"
364,Chelsea Green,18.0,female,,,Amymouth,patricia88@pruitt-dyer.com,2021-08-03 19:29:37,python,110,active,0.0,,216.0,,UZ 100288 Tashkent Calebburgh,"{hobbies:['government', 'black']}"
365,David Peterson,20.0,male,95.0,8505095260,Costaville,,,data science,110,pending,1.42,excellent,230.0,1974-10-24 07:31:59,"Apartment 33, South Amy district, Tashkent, UZ, 100877","{hobbies:['learn', 'hotel']}"
366,,20.0,,90.0,,Smithview,jmcclain@gmail.com,,data science,100,active,,,257.0,,"BROKEN,ADDRESS,DATA,,,",INVALID_JSON_DATA
367,Mrs. Patricia Martin,19.0,,91.0,430-462-8893,Lake Neil,ramosbrian@campbell.info,2015-04-05 00:00:00,data science,100,inactive,0.0,,287.0,2016-10-10 00:00:00,UZ 100186 Tashkent North Timothyside,"{'hobbies': ['Mr', 'set'], 'skills': {'tech': {'python': 5, 'excel': 5, 'sql': 3}, 'soft': ['child', 'staff']}, 'family': {'siblings': 5, 'income': {'father': 1398, 'mother': 413}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2023}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2021}]}"
368,Dr. Julie Grimes,22.0,female,70.0,671-426-0050,Jessicaborough,kevinbailey@roberts.com,1996-09-27 00:00:00,data science,100,inactive,3.7,,65.0,2012-09-06 00:00:00,UZ 100148 Tashkent North Josephview,"{""hobbies"": [""book"", ""ten""], ""skills"": {""tech"": {""python"": 5, ""excel"": 3, ""sql"": 4}, ""soft"": [""recently"", ""ground""]}, ""family"": {""siblings"": 0, ""income"": {""father"": 643, ""mother"": 773}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2017}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2021}]}"
369,,20.0,female,90.0,,Angelamouth,,1983-04-07 00:00:00,data science,100,pending,4.5,average,231.0,1978-02-14 00:00:00,"42338 Stewart Mission Apt. 356, Lisamouth","{'hobbies': ['accept', 'case'], 'skills': {'tech': {'python': 1, 'excel': 3, 'sql': 1}, 'soft': ['customer', 'forward']}, 'family': {'siblings': 0, 'income': {'father': 1019, 'mother': 1024}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2019}, {'type': 'phone', 'brand': 'Apple', 'year': 2021}]}"
370,,20.0,female,90.0,(237)145-1202-542,Donnahaven,vickigoodwin@gmail.com,2000-03-20 11:28:00,data science,110,active,0.0,excellent,57.0,2022-05-15 21:27:10,"BROKEN,ADDRESS,DATA,,,","{hobbies:['thank', 'while']}"
371,,22.0,,63.0,,Thomaschester,,2022-08-20 02:54:16,data science,110,inactive,,average,258.0,2020-10-14 16:34:04,"996 Kerr Alley Apt. 067, Christophermouth","{'hobbies': ['protect', 'right'], 'skills': {'tech': {'python': 4, 'excel': 5, 'sql': 1}, 'soft': ['market', 'rise']}, 'family': {'siblings': 2, 'income': {'father': 479, 'mother': 532}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2016}, {'type': 'phone', 'brand': 'Samsung', 'year': 2024}]}"
372,Karen Lewis,19.0,male,,,Gabrielburgh,,2008-10-01 00:00:00,data science,70,inactive,,average,84.0,2015-11-11 04:37:42,"Apartment 1, Jerryville district, Tashkent, UZ, 100129","{'hobbies': ['some', 'owner'], 'skills': {'tech': {'python': 3, 'excel': 3, 'sql': 4}, 'soft': ['nearly', 'thank']}, 'family': {'siblings': 3, 'income': {'father': 1305, 'mother': 1060}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2024}, {'type': 'phone', 'brand': 'Samsung', 'year': 2022}]}"
373,Claire Armstrong,,male,87.0,555-346-5757,Jamesburgh,,2022-04-10 22:55:21,ds,97,pending,2.0,excellent,147.0,2021-04-19 19:09:19,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['much', 'long'], 'skills': {'tech': {'python': 3, 'excel': 2, 'sql': 3}, 'soft': ['million', 'standard']}, 'family': {'siblings': 3, 'income': {'father': 1096, 'mother': 1164}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2022}, {'type': 'phone', 'brand': 'Apple', 'year': 2021}]}"
374,,22.0,female,67.0,001-029-722-8333-9204,Gravesmouth,carla84@brown-butler.net,1985-02-05 00:00:00,python,110,active,3.7,,202.0,1996-01-12 06:48:14,"BROKEN,ADDRESS,DATA,,,","{'hobbies': ['they', 'final'], 'skills': {'tech': {'python': 3, 'excel': 5, 'sql': 4}, 'soft': ['work', 'high']}, 'family': {'siblings': 5, 'income': {'father': 660, 'mother': 1327}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2024}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2023}]}"
375,,18.0,,90.0,(289)853-5617,Alexville,jmorris@miller-george.info,1971-07-16 09:39:00,data science,110,active,,excellent,119.0,1972-05-02 00:00:00,"20130 Clifford Manor, Michaelmouth","{""hobbies"": [""develop"", ""girl""], ""skills"": {""tech"": {""python"": 4, ""excel"": 3, ""sql"": 1}, ""soft"": [""to"", ""several""]}, ""family"": {""siblings"": 2, ""income"": {""father"": 786, ""mother"": 645}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2021}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2020}]}"
376,Shawn Lewis,19.0,male,89.0,,Roseville,phill@thompson.com,2020-11-30 16:16:23,data science,110,active,,excellent,206.0,2009-02-15 21:26:28,"48963 Jones Summit, East Jillstad","{'hobbies': ['successful', 'small'], 'skills': {'tech': {'python': 2, 'excel': 1, 'sql': 5}, 'soft': ['require', 'to']}, 'family': {'siblings': 0, 'income': {'father': 1411, 'mother': 853}}, 'devices': [{'type': 'laptop', 'brand': 'Dell', 'year': 2024}, {'type': 'phone', 'brand': 'Apple', 'year': 2018}]}"
377,Robert Phillips,20.0,male,90.0,761-348-3331-38609,Rodriguezstad,anthonysusan@davis.com,1971-11-02 00:00:00,data science,100,active,2.0,average,95.0,2000-01-31 00:00:00,"69350 Logan Gardens, Davidland","{'hobbies': ['offer', 'unit'], 'skills': {'tech': {'python': 2, 'excel': 1, 'sql': 2}, 'soft': ['tree', 'understand']}, 'family': {'siblings': 3, 'income': {'father': 785, 'mother': 1178}}, 'devices': [{'type': 'laptop', 'brand': 'Lenovo', 'year': 2020}, {'type': 'phone', 'brand': 'Apple', 'year': 2022}]}"
378,Amy Elliott,20.0,female,,200-933-3338-606,Deniseland,,1973-02-21 11:46:00,data science,110,active,4.5,,222.0,,"Apartment 28, Juanhaven district, Tashkent, UZ, 100382","{'hobbies': ['remain', 'upon'], 'skills': {'tech': {'python': 4, 'excel': 5, 'sql': 5}, 'soft': ['above', 'make']}, 'family': {'siblings': 4, 'income': {'father': 1366, 'mother': 1367}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2017}, {'type': 'phone', 'brand': 'Xiaomi', 'year': 2019}]}"
379,Lori Hall,20.0,,90.0,001-879-297-4592,South Jasonchester,,2012-10-19 00:09:00,python,100,active,0.0,good,207.0,2020-12-17 06:09:02,"Gutierrezchester 4-kv, dom 8, Tashkent","{hobbies:['late', 'ground']}"
380,Luke Frazier,20.0,male,90.0,,Johnburgh,gregory00@wiggins.info,,python,100,active,,excellent,188.0,2021-01-30 00:46:35,"Apartment 16, West Glenn district, Tashkent, UZ, 100309","{""hobbies"": [""pressure"", ""yeah""], ""skills"": {""tech"": {""python"": 2, ""excel"": 4, ""sql"": 2}, ""soft"": [""husband"", ""contain""]}, ""family"": {""siblings"": 4, ""income"": {""father"": 1057, ""mother"": 1225}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Lenovo"", ""year"": 2018}, {""type"": ""phone"", ""brand"": ""Samsung"", ""year"": 2023}]}"
381,,22.0,,,931-112-9647,Ashleymouth,,2018-04-09 00:00:00,python,100,active,3.79,excellent,168.0,1976-03-29 00:00:00,"015 Claudia Fort, Nicolehaven","{'hobbies': ['sport', 'tough'], 'skills': {'tech': {'python': 2, 'excel': 2, 'sql': 1}, 'soft': ['poor', 'little']}, 'family': {'siblings': 1, 'income': {'father': 1286, 'mother': 1196}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2017}, {'type': 'phone', 'brand': 'Samsung', 'year': 2020}]}"
382,Nathan Murray,22.0,,,,New Gary,,2002-04-04 17:41:00,data science,101,inactive,3.7,average,204.0,2008-10-12 22:30:00,"Apartment 11, Cardenasport district, Tashkent, UZ, 100181","{""hobbies"": [""garden"", ""water""], ""skills"": {""tech"": {""python"": 5, ""excel"": 4, ""sql"": 1}, ""soft"": [""class"", ""party""]}, ""family"": {""siblings"": 0, ""income"": {""father"": 371, ""mother"": 941}}, ""devices"": [{""type"": ""laptop"", ""brand"": ""Dell"", ""year"": 2023}, {""type"": ""phone"", ""brand"": ""Xiaomi"", ""year"": 2021}]}"
383,Julie Howard,20.0,male,68.0,,Spencerside,,,data science,107,active,3.7,,105.0,2021-06-01 20:29:16,"Johnbury 21-kv, dom 30, Tashkent","{hobbies:['most', 'interest']}"
384,,18.0,female,90.0,501-453-3891,New Jasonmouth,foleylauren@yahoo.com,1995-10-16 05:02:00,data science,75,inactive,3.7,,272.0,,"79649 Drake Locks, Anthonymouth","{'hobbies': ['charge', 'conference'], 'skills': {'tech': {'python': 5, 'excel': 5, 'sql': 4}, 'soft': ['available', 'growth']}, 'family': {'siblings': 0, 'income': {'father': 715, 'mother': 1431}}, 'devices': [{'type': 'laptop', 'brand': 'HP', 'year': 2024}, {'type': 'phone', 'brand': 'Apple', 'year': 2022}]}"
385,,18.0,female,90.0,639-402-2356,Kaylastad,,,data science,100,pending,,,54.0,2011-01-30 04:35:00,"West Haleyton 6-kv, dom 8, Tashkent","{hobbies:['region', 'occur']}"
